1st NAME	px   py   pz   pt1   E			2nd NAME	px   py   pz   pt2   E
b   55.101   -38.9751   -32.1372   67.4921   74.8701      b   30.7951   -6.32471   -10.969   31.4378   33.5591
Z   -24.6402   -82.1603   8.94012   85.7756   125.511      Z   -16.466   -5.87486   13.594   17.4826   93.8406
W   52.2678   5.66549   2.72417   52.574   96.0937      W   43.4467   39.8672   49.809   58.9662   111.447
b   13.2946   5.12739   50.4901   14.249   52.6293      b   23.4109   59.0873   1.72682   63.5561   63.7175
b   -71.5953   21.6782   -2.65086   74.8053   74.9694      b   -14.7345   76.4434   -36.9853   77.8505   86.2912
b   -7.41785   10.7593   45.8563   13.0686   47.8659      b   -49.2413   24.2558   23.7584   54.8912   59.9589
Z   15.3186   83.6789   -12.9132   85.0695   125.376      Z   63.5543   13.2481   -0.383195   64.9204   111.939
b   -1.17517   19.8998   0.208658   19.9344   20.3711      b   -65.529   38.3017   27.1548   75.9017   80.7218
b   2.61816   -1.67105   -10.1829   3.10599   11.4409      b   2.15004   -97.5977   -12.6151   97.6214   98.5222
b   16.0402   -27.1933   -6.57301   31.5715   32.5196      b   27.9671   -5.94069   -15.8113   28.5911   32.9394
b   -0.218631   18.2879   69.5607   18.2892   72.0468      b   -2.34545   1.17062   14.2295   2.62135   15.0634
W   2.80142   22.22   69.0658   22.3959   108.325      W   16.3874   10.4472   7.39232   19.4343   83.0355
W   -58.087   1.32222   1.7192   58.102   99.2036      W   -3.53018   0.196194   88.8785   3.53563   119.893
b   -0.479018   -42.5033   -32.7868   42.506   53.845      b   -0.202333   -56.997   -48.9139   56.9974   75.2252
b   0.898256   -12.8822   -6.09023   12.9135   14.8797      b   1.64059   -3.53784   -47.6896   3.89972   48.0319
W   -26.2857   58.2756   -21.0622   63.9295   104.848      W   -27.2922   6.60935   -13.4253   28.0811   86.2052
b   -24.0882   22.315   -40.7972   32.836   52.5373      b   -45.4347   36.3985   -10.0381   58.2165   59.224
b   23.2416   -60.3768   43.445   64.6956   78.0419      b   70.3836   -9.82643   55.4168   71.0662   90.2163
W   7.42672   28.7379   -46.061   29.6821   97.2892      W   16.8339   9.17544   -46.448   19.1721   94.8027
b   13.3069   -74.153   22.155   75.3375   78.6393      b   12.6558   -25.5983   19.1132   28.556   34.6167
Z   33.4319   43.8428   -5.30225   55.1352   106.694      Z   8.56432   5.35113   -76.6234   10.0986   119.536
b   11.2072   53.4933   -2.50523   54.6547   54.8723      b   9.57777   6.07732   -1.90305   11.3432   12.2411
W   72.6693   21.6851   7.18657   75.8358   110.749      W   20.6419   34.9378   0.363887   40.58   90.0523
b   7.60313   60.7887   3.01285   61.2624   61.4794      b   7.31028   12.782   26.5655   14.7248   30.661
W   0.679077   0.0446342   14.2694   0.680542   81.6494      W   0.366852   9.91308   21.8883   9.91986   83.905
b   -19.0856   67.8014   -15.9377   70.4364   72.3385      b   -15.4581   28.757   -8.20605   32.6484   33.9237
b   0.220211   -71.2444   49.9064   71.2447   87.0863      b   34.7199   -11.4855   7.72282   36.5703   37.611
b   6.85762   -60.5575   30.5914   60.9446   68.3201      b   17.72   -10.353   47.0503   20.5228   51.5021
W   29.4286   -19.6033   -30.1404   35.36   92.8511      W   38.4205   -12.308   -69.4412   40.3438   113.632
W   -54.6946   4.03348   7.00661   54.8431   97.5675      W   -1.65847   28.7891   16.0299   28.8368   86.8969
b   -6.29672   -2.90363   -5.56293   6.93395   9.82761      b   -4.4394   -9.1411   -45.702   10.1621   47.0053
W   -2.55932   27.0135   -0.679029   27.1344   84.8486      W   -0.497679   34.855   -50.238   34.8586   101.003
b   52.8861   13.0896   -19.9482   54.4819   58.1701      b   3.67284   18.0112   -33.3608   18.3818   38.3196
b   -46.2447   23.1417   0.758584   51.7118   51.8869      b   -12.7477   35.7428   3.16676   37.948   38.3097
W   49.2938   69.4945   -39.1533   85.2019   123.511      W   2.10866   1.72446   -11.2416   2.72401   81.2179
b   -0.668339   -42.1139   25.7145   42.1192   49.5259      b   -1.23578   -21.7035   35.3639   21.7386   41.7221
b   20.5042   56.7877   31.8211   60.376   68.3769      b   34.8182   26.1791   14.3137   43.5621   46.0444
W   21.5809   18.1104   -46.3662   28.173   96.985      W   22.3906   16.941   -36.9321   28.0774   92.8163
b   76.3285   -33.4531   9.01775   83.3375   83.9287      b   0.844017   -46.576   20.6321   46.5837   51.1202
b   48.1531   50.1092   -2.6166   69.4957   69.671      b   16.8439   24.7037   -10.1016   29.8997   31.8369
Z   -10.7766   -14.7243   -23.8043   18.2466   95.9958      Z   -0.580437   -49.9837   -20.6098   49.9871   106.015
b   0.859995   -60.7686   15.8316   60.7747   62.9425      b   1.76478   -28.7551   33.8501   28.8092   44.647
W   30.5357   -26.7191   -2.38902   40.5751   90.0811      W   12.5248   -5.0221   -2.14269   13.4941   81.5428
b   -58.2581   17.6953   -19.2244   60.8862   63.9865      b   -20.2645   28.0953   -34.9416   34.641   49.3809
W   2.06232   40.7755   -12.035   40.8276   90.9631      W   31.0477   32.2752   -3.59596   44.7845   92.0931
W   10.3242   -88.0518   -49.7601   88.655   129.608      W   11.9677   -9.68567   -15.7409   15.396   83.3508
W   -10.7438   -29.6963   -14.011   31.5801   87.4995      W   -47.0585   -64.5364   -48.0609   79.8715   123.093
W   0.348857   38.3049   -4.42886   38.3064   89.1602      W   10.431   18.3824   -5.35545   21.1357   83.2944
b   -90.5718   48.6195   -30.8578   102.796   107.41      b   -1.36237   28.3413   -10.058   28.374   30.3941
W   8.36068   -6.81472   12.8219   10.7862   82.1176      W   40.4999   -8.55503   52.143   41.3936   104.378
b   -9.01776   0.925998   67.9224   9.06518   68.6526      b   -24.7959   14.6253   3.62737   28.7878   29.3164
b   -60.1007   1.0003   49.5375   60.109   78.0039      b   -20.0014   6.92484   9.07504   21.1663   23.4078
b   48.6859   4.49261   -17.9875   48.8927   52.2648      b   16.2024   8.94495   -71.8211   18.5076   74.2857
b   -12.9971   -36.8029   -5.05086   39.0304   39.5783      b   -23.1953   -9.80448   -21.2869   25.1823   33.2391
b   -86.72   22.8433   1.55092   89.6782   89.7894      b   -7.27943   31.3451   3.20673   32.1792   32.6089
b   74.3251   -5.75607   10.4603   74.5477   75.3945      b   8.38925   -13.782   41.0724   16.1346   44.3263
b   62.4272   -24.9073   -69.0499   67.2126   96.4519      b   5.91473   -29.6901   -18.4168   30.2736   35.6823
b   -63.4459   -6.01428   -29.5445   63.7303   70.3704      b   -19.876   -61.4049   -59.8307   64.5416   88.1072
b   -12.6974   -1.62869   -35.8727   12.8014   38.3181      b   -26.7187   -15.4463   -25.2057   30.8622   40.0669
b   9.13899   31.4087   -30.5014   32.7113   44.9212      b   11.7495   16.5269   -17.846   20.2778   27.3354
Z   37.2015   -0.513076   -24.4583   37.2051   101.479      Z   6.60685   -2.90395   -55.5887   7.21688   107.041
b   -7.64384   41.2754   23.4884   41.9772   48.2841      b   -74.3005   35.9791   26.5895   82.5534   86.8309
b   -10.2559   -36.9417   40.5503   38.3389   55.9621      b   -2.08711   -56.6573   0.173798   56.6957   56.8506
b   1.6117   27.3783   -0.166589   27.4257   27.7444      b   26.2407   50.6375   -11.6731   57.0327   58.3656
b   12.4112   -3.28273   -46.1894   12.838   48.1231      b   62.302   -2.42069   -40.3809   62.349   74.4015
b   2.10208   58.1972   5.50597   58.2352   58.6448      b   61.6042   17.2381   3.00379   63.9705   64.1779
b   -11.7429   -7.73682   15.6046   14.0625   21.4199      b   -3.87893   -9.84787   23.7795   10.5843   26.3637
b   -53.7819   47.0158   -2.6914   71.4351   71.6085      b   -41.195   6.17846   -1.05339   41.6557   41.8792
Z   10.4672   -56.2095   -6.6308   57.1758   107.836      Z   16.3346   -1.19769   -25.3261   16.3785   96.0483
b   -20.2271   -6.79153   27.6177   21.3368   35.1504      b   -21.2459   -9.92531   10.0199   23.45   25.8429
b   -3.66002   22.658   -23.943   22.9517   33.4306      b   -95.9137   6.88106   -26.1258   96.1602   99.7341
b   -36.0272   11.8756   -30.969   37.934   49.149      b   -41.8436   14.5841   -49.0616   44.3124   66.2434
W   1.85053   14.7324   -17.0493   14.8482   83.5087      W   0.432242   36.8126   -45.5558   36.8152   99.4648
W   -26.1007   -9.73913   28.0604   27.8585   89.5881      W   -44.9124   -71.3482   49.4942   84.3071   126.57
b   59.8297   -23.8778   -0.128999   64.4185   64.5548      b   21.9053   -2.62935   -0.752272   22.0625   22.4695
b   -52.6611   -24.9921   9.72975   58.2906   59.2454      b   -25.0859   -65.3946   1.97068   70.0411   70.194
b   20.9689   -84.7331   -8.06171   87.2891   87.7607      b   52.5069   -1.42543   -24.6262   52.5263   58.1637
W   2.40118   -28.7615   -43.4531   28.8616   95.8317      W   59.9813   -23.557   -43.6905   64.4414   111.911
b   12.2492   8.15229   -61.1149   14.714   63.0007      b   19.5885   36.5092   -18.1772   41.4322   45.4378
b   0.516956   13.4357   -0.183719   13.4456   14.0845      b   73.4066   37.2385   -0.200406   82.3118   82.4187
W   9.26062   -1.55031   2.46886   9.38949   80.9741      W   25.6929   -1.17873   5.76091   25.7199   84.6006
b   16.8494   -34.3233   73.6201   38.236   83.0631      b   43.2433   -35.357   5.85568   55.8578   56.32
b   -33.2839   16.9266   30.9646   37.3407   48.6897      b   -19.3514   18.3633   54.7008   26.6775   61.0035
b   -4.1856   -7.47764   12.461   8.56938   15.6929      b   -2.28573   -6.65439   86.0376   7.03601   86.4264
b   5.66307   -9.51085   29.5521   11.0692   31.8341      b   50.339   -82.2061   16.0781   96.3943   97.8158
W   -11.2209   3.19454   35.7497   11.6668   88.7508      W   -7.99085   54.821   22.7665   55.4003   100.25
b   -12.6635   16.7126   -13.8612   20.9684   25.4826      b   -14.9434   31.7072   -12.0901   35.0521   37.3146
W   36.7763   42.7077   -34.2087   56.3599   103.967      W   43.6513   4.23616   -4.90144   43.8563   91.7058
W   1.84013   27.7324   54.8245   27.7934   101.197      W   18.4195   3.68212   12.6381   18.784   83.5171
b   -10.2477   -50.9418   -5.75653   51.9623   52.4478      b   -85.288   -43.2168   -8.09561   95.6124   96.046
Z   -11.8216   -9.31245   66.0938   15.049   113.624      Z   -74.397   -56.0438   31.8904   93.1441   134.196
b   -39.5984   -1.06053   -36.1402   39.6126   53.7851      b   -9.26882   -0.54601   -55.8471   9.28489   56.7685
b   -27.111   -4.72937   -3.38799   27.5205   28.043      b   -25.1718   -1.36619   -54.4733   25.2089   60.1696
Z   -29.7418   -18.2745   -5.7855   34.9075   97.8142      Z   -20.9773   -10.8577   -0.0294056   23.6207   94.1995
b   -7.7722   -73.838   3.29344   74.246   74.437      b   -37.9864   -4.95296   8.63926   38.308   39.493
b   17.41   18.7211   35.3188   25.5654   43.8014      b   32.9228   64.3055   3.86449   72.2435   72.468
b   -66.8322   37.3607   -69.7417   76.5661   103.652      b   -15.2439   38.0398   -11.1725   40.9805   42.6824
W   0.350726   -54.5542   36.3429   54.5553   103.729      W   4.33849   -9.51085   53.1917   10.4536   96.9597
b   -51.5263   14.8276   23.5341   53.6173   58.7045      b   -14.4798   30.6924   63.2882   33.9366   71.935
W   -50.113   16.7463   42.4339   52.837   105.142      W   -4.92683   52.4825   13.385   52.7132   97.0587
W   17.5659   15.4506   1.30263   23.3941   83.7349      W   24.5438   36.9775   55.5126   44.3817   107.303
W   -43.3213   -14.4951   4.36422   45.682   92.5659      W   -12.5769   -3.52584   11.3641   13.0618   82.2332
b   -23.3526   11.238   26.6774   25.916   37.4283      b   -8.14647   17.6899   6.3273   19.4755   20.9019
b   -3.08048   0.225092   -4.60466   3.08869   6.94975      b   -53.8621   32.5767   -11.102   62.9474   64.0561
b   6.02373   -24.285   -28.8209   25.021   38.396      b   75.3129   -43.6664   -59.5076   87.0562   105.534
b   22.0627   40.3418   62.8347   45.9807   77.9743      b   51.5809   20.1449   26.7999   55.3752   61.662
b   4.74605   -77.0554   -51.051   77.2015   92.649      b   6.36753   -1.92839   -20.4673   6.65313   21.9255
W   12.6748   43.5089   -9.46382   45.3175   92.7674      W   6.40471   32.0504   -23.6398   32.6841   89.9424
b   -22.1797   -9.79188   1.54844   24.245   24.6531      b   -17.6455   -13.6813   30.9373   22.3281   38.3825
W   -45.1065   -38.7653   6.41604   59.4756   100.205      W   -42.5762   -43.3508   38.071   60.762   107.722
b   21.9119   43.772   -0.393016   48.9502   49.1308      b   1.29862   22.1656   -65.1655   22.2037   68.9717
b   0.996688   -81.1387   8.37922   81.1448   81.6839      b   80.3327   -0.327583   45.7529   80.3334   92.5437
b   10.3808   39.8598   8.34645   41.1893   42.2348      b   9.51483   10.1088   5.94994   13.8824   15.6741
b   52.0412   38.1575   4.41494   64.5313   64.8177      b   33.2332   27.7642   2.11366   43.3047   43.5582
b   -13.0864   -20.4362   31.2654   24.2671   39.7992      b   -58.6431   -16.7904   10.1301   60.9995   61.9767
b   70.7762   25.1953   41.3759   75.1271   85.8697      b   22.3849   49.9631   0.109573   54.7485   54.9087
b   21.9528   1.49081   6.55377   22.0034   23.3379      b   48.3311   4.56472   77.3598   48.5462   91.4266
b   -41.9075   -3.27604   -15.0535   42.0354   44.8457      b   -38.1361   -21.3478   -13.7246   43.7046   46.0001
b   -12.4379   -3.54489   52.086   12.9332   53.831      b   -13.8407   -6.96489   24.6711   15.4943   29.4329
b   63.2518   0.197268   -16.7243   63.2521   65.5598      b   30.3309   1.06579   -82.9418   30.3496   88.4195
W   19.0377   19.9385   2.5618   27.5677   85.0241      W   44.7775   38.3543   18.8532   58.9583   101.46
b   41.7752   3.29763   0.828593   41.9051   42.1222      b   3.94328   76.7536   28.0387   76.8548   81.9169
W   -24.322   -49.7248   -12.3307   55.3545   98.3804      W   -62.5963   -14.5174   -71.2965   64.2577   125.199
W   0.685814   -32.1904   51.3062   32.1977   100.656      W   18.1046   -31.6648   15.5325   36.4751   89.6339
b   5.40038   -54.5149   -18.1908   54.7817   57.8748      b   57.1008   -6.11832   -63.3604   57.4276   85.6156
b   7.91502   -32.2377   -9.79581   33.1951   34.863      b   88.4312   -14.8422   -22.6938   89.6681   92.5901
W   15.2515   -11.4025   -0.447046   19.0427   82.6158      W   29.6839   -1.21304   -36.551   29.7086   93.1726
b   11.222   -18.3765   -10.2189   21.532   24.1994      b   47.162   -20.3013   -63.0552   51.3458   81.4243
b   -3.29432   -32.8212   -6.41556   32.9862   33.8645      b   -31.7593   -17.1507   -27.754   36.0944   45.7235
b   -15.882   30.7466   -1.01537   34.6063   34.8738      b   -4.03656   52.5853   -13.0349   52.74   54.4882
b   -29.6399   24.0247   -46.2851   38.1538   60.1296      b   -70.1367   0.522779   -35.8242   70.1386   78.8692
W   -59.0133   -39.0778   6.11837   70.7788   107.283      W   -37.9875   -11.1844   12.2551   39.5998   90.4482
b   -22.533   -22.4122   66.4465   31.7812   73.7749      b   -14.3488   -69.1936   28.8607   70.6657   76.447
W   -38.6726   -54.5168   33.0103   66.8406   109.635      W   -1.6647   -13.9632   19.0587   14.062   83.8065
b   -16.8997   -39.8988   0.603388   43.3303   43.5366      b   -40.3802   -0.706867   0.70249   40.3864   40.6093
b   0.879199   17.5818   -13.6993   17.6037   22.6962      b   96.4353   44.1921   -6.88511   106.079   106.385
b   8.99064   33.7519   -22.2042   34.9288   41.6006      b   59.814   14.4486   -0.959929   61.5344   61.6843
b   7.39348   3.09259   12.1411   8.01422   15.139      b   1.95558   0.745518   5.51596   2.09287   7.23616
b   -55.7108   64.2331   75.1679   85.027   113.567      b   -15.2814   5.05415   15.6607   16.0956   22.8447
b   -19.1092   8.38363   39.583   20.8673   44.9424      b   -35.5012   47.0725   30.8666   58.9589   66.6818
b   -1.91883   0.358012   -1.65536   1.95194   4.90983      b   -1.45338   7.7466   -0.0328981   7.88176   8.92633
b   -3.32403   -16.7191   53.0087   17.0463   55.8395      b   -3.816   -52.3986   14.8386   52.5373   54.7532
W   -0.34362   13.1892   -11.4448   13.1937   82.2655      W   -30.2041   14.356   -0.0298367   33.4422   87.0686
b   61.744   -62.693   -59.1054   87.9928   106.084      b   31.7368   -36.809   -22.9795   48.6017   53.9235
W   -6.94484   -23.4366   0.390944   24.4439   84.0251      W   -4.61559   -21.2281   84.3362   21.7241   118.52
b   -3.78612   54.8777   46.0232   55.0082   71.8442      b   -2.15019   3.23436   33.2115   3.88386   33.6993
b   91.1904   24.0483   57.9845   94.3081   110.787      b   2.93752   3.44345   12.6393   4.52619   14.0639
b   -12.0839   -53.48   10.8269   54.8281   56.0438      b   -0.755358   -12.9563   8.64838   12.9783   16.1489
b   -12.935   -34.8039   -13.5652   37.1298   39.7517      b   -82.5651   -29.1377   -84.068   87.5557   121.454
W   -33.8091   -19.6531   20.1528   39.1063   91.6406      W   -40.7136   -14.5101   67.2574   43.2219   113.377
b   0.129703   -12.9086   87.1303   12.9092   88.1811      b   18.626   -57.9207   11.2813   60.8419   62.0207
b   5.1194   -18.7797   -5.46409   19.465   20.647      b   8.8941   -17.5564   -9.50899   19.6807   22.2555
b   27.414   7.16739   20.249   28.3354   35.0781      b   19.2951   83.7256   30.1402   85.9202   91.1497
b   -22.2309   -2.34366   -24.1701   22.3541   33.1882      b   -42.5777   -5.28214   -4.79354   42.9041   43.3739
b   -11.5937   -46.1205   7.74659   47.5553   48.364      b   -75.3426   -2.55659   0.543225   75.386   75.5043
b   26.843   -1.69146   8.30975   26.8962   28.4608      b   35.1233   -90.4538   8.36552   97.0337   97.4837
